image,dice,iou,contains_tumor,tumor_pixels,prediction_has_tumor
patient100_slice048.png,0.0,0.0,1,9,0
patient100_slice049.png,0.171206,0.093617,1,37,1
patient100_slice050.png,0.404762,0.253731,1,66,1
patient100_slice051.png,0.475096,0.311558,1,81,1
patient100_slice052.png,0.394937,0.246057,1,111,1
patient100_slice053.png,0.594937,0.423423,1,193,1
patient100_slice054.png,0.462963,0.301205,1,189,1
patient100_slice055.png,0.378215,0.233209,1,135,1
patient100_slice056.png,0.59126,0.419708,1,158,1
patient100_slice057.png,0.458498,0.297436,1,187,1
patient100_slice058.png,0.813433,0.685535,1,129,1
patient100_slice059.png,0.690058,0.526786,1,217,1
patient100_slice060.png,0.603448,0.432099,1,137,1
patient100_slice061.png,0.636364,0.466667,1,94,1
patient100_slice062.png,0.352941,0.214286,1,113,1
patient100_slice063.png,0.462312,0.300654,1,147,1
patient100_slice064.png,0.376623,0.232,1,167,1
patient100_slice065.png,0.760684,0.613793,1,127,1
patient100_slice066.png,0.70339,0.542484,1,98,1
patient100_slice067.png,0.751773,0.602273,1,54,1
patient100_slice068.png,0.724832,0.568421,1,82,1
patient100_slice069.png,0.733945,0.57971,1,52,1
patient100_slice070.png,0.238806,0.135593,1,16,1
patient100_slice071.png,0.727273,0.571429,1,15,1
patient100_slice072.png,0.0,0.0,1,6,0
patient100_slice073.png,0.0,0.0,0,0,0
patient100_slice074.png,0.0,0.0,0,0,0
patient100_slice075.png,0.0,0.0,0,0,0
patient100_slice076.png,0.0,0.0,0,0,0
patient100_slice077.png,0.0,0.0,0,0,0
patient100_slice078.png,0.0,0.0,0,0,0
patient100_slice079.png,0.0,0.0,0,0,0
patient100_slice080.png,0.0,0.0,0,0,0
patient100_slice081.png,0.0,0.0,0,0,0
patient100_slice082.png,0.0,0.0,0,0,0
patient100_slice083.png,0.0,0.0,0,0,0
patient100_slice084.png,0.0,0.0,0,0,0
patient100_slice085.png,0.0,0.0,0,0,0
patient100_slice086.png,0.0,0.0,0,0,0
patient100_slice087.png,0.0,0.0,0,0,0
patient100_slice088.png,0.0,0.0,0,0,0
patient100_slice089.png,0.0,0.0,0,0,0
patient100_slice090.png,0.0,0.0,0,0,0
patient100_slice091.png,0.0,0.0,0,0,0
patient100_slice092.png,0.0,0.0,0,0,0
patient100_slice093.png,0.0,0.0,0,0,0
patient100_slice094.png,0.0,0.0,0,0,0
patient100_slice095.png,0.0,0.0,0,0,0
patient100_slice096.png,0.0,0.0,0,0,0
patient100_slice097.png,0.0,0.0,0,0,0
patient100_slice098.png,0.0,0.0,0,0,0
patient100_slice099.png,0.0,0.0,0,0,0
patient100_slice100.png,0.0,0.0,0,0,0
patient100_slice101.png,0.0,0.0,0,0,0
patient100_slice102.png,0.0,0.0,0,0,0
patient100_slice103.png,0.0,0.0,0,0,0
patient100_slice104.png,0.0,0.0,0,0,0
patient100_slice105.png,0.0,0.0,0,0,0
patient100_slice106.png,0.0,0.0,0,0,0
patient100_slice107.png,0.0,0.0,0,0,0
patient100_slice108.png,0.0,0.0,0,0,0
patient100_slice109.png,0.0,0.0,0,0,0
patient100_slice110.png,0.0,0.0,0,0,0
patient100_slice111.png,0.0,0.0,0,0,0
patient100_slice112.png,0.0,0.0,0,0,0
patient100_slice113.png,0.0,0.0,0,0,0
patient100_slice114.png,0.0,0.0,0,0,0
patient100_slice115.png,0.0,0.0,0,0,0
patient100_slice116.png,0.0,0.0,0,0,0
patient100_slice117.png,0.0,0.0,0,0,0
patient100_slice118.png,0.0,0.0,0,0,0
patient100_slice119.png,0.0,0.0,0,0,0
patient86_slice000.png,0.0,0.0,0,0,0
patient86_slice001.png,0.0,0.0,0,0,0
patient86_slice002.png,0.0,0.0,0,0,0
patient86_slice003.png,0.0,0.0,0,0,0
patient86_slice004.png,0.0,0.0,0,0,0
patient86_slice005.png,0.0,0.0,0,0,0
patient86_slice006.png,0.0,0.0,0,0,0
patient86_slice007.png,0.0,0.0,0,0,0
patient86_slice008.png,0.0,0.0,0,0,0
patient86_slice009.png,0.0,0.0,0,0,0
patient86_slice010.png,0.0,0.0,0,0,0
patient86_slice011.png,0.0,0.0,0,0,0
patient86_slice012.png,0.0,0.0,0,0,0
patient86_slice013.png,0.0,0.0,0,0,0
patient86_slice014.png,0.0,0.0,0,0,0
patient86_slice015.png,0.0,0.0,0,0,0
patient86_slice016.png,0.0,0.0,0,0,0
patient86_slice017.png,0.0,0.0,0,0,0
patient86_slice018.png,0.0,0.0,0,0,0
patient86_slice019.png,0.0,0.0,0,0,0
patient86_slice020.png,0.0,0.0,0,0,0
patient86_slice021.png,0.0,0.0,0,0,0
patient86_slice022.png,0.0,0.0,0,0,0
patient86_slice023.png,0.0,0.0,0,0,0
patient86_slice024.png,0.0,0.0,0,0,0
patient86_slice025.png,0.0,0.0,0,0,0
patient86_slice026.png,0.0,0.0,0,0,0
patient86_slice027.png,0.0,0.0,0,0,0
patient86_slice028.png,0.0,0.0,0,0,0
patient86_slice029.png,0.0,0.0,0,0,0
patient86_slice030.png,0.0,0.0,0,0,0
patient86_slice031.png,0.0,0.0,0,0,0
patient86_slice032.png,0.0,0.0,0,0,0
patient86_slice033.png,0.0,0.0,0,0,0
patient86_slice034.png,0.0,0.0,0,0,0
patient86_slice035.png,0.0,0.0,0,0,0
patient86_slice036.png,0.0,0.0,0,0,0
patient86_slice037.png,0.0,0.0,0,0,0
patient86_slice038.png,0.0,0.0,0,0,0
patient86_slice039.png,0.0,0.0,0,0,0
patient86_slice040.png,0.0,0.0,0,0,0
patient86_slice041.png,0.0,0.0,0,0,0
patient86_slice042.png,0.0,0.0,0,0,0
patient86_slice043.png,0.0,0.0,0,0,0
patient86_slice044.png,0.0,0.0,0,0,0
patient86_slice045.png,0.0,0.0,0,0,0
patient86_slice046.png,0.0,0.0,0,0,0
patient86_slice047.png,0.0,0.0,0,0,0
patient86_slice048.png,0.0,0.0,0,0,0
patient86_slice049.png,0.0,0.0,0,0,0
patient86_slice050.png,0.0,0.0,0,0,0
patient86_slice051.png,0.0,0.0,0,0,1
patient86_slice052.png,0.0,0.0,0,0,1
patient86_slice053.png,0.0,0.0,0,0,0
patient86_slice054.png,0.0,0.0,0,0,0
patient86_slice055.png,0.0,0.0,0,0,0
patient86_slice056.png,0.0,0.0,0,0,0
patient86_slice057.png,0.0,0.0,0,0,0
patient86_slice058.png,0.0,0.0,0,0,0
patient86_slice059.png,0.0,0.0,0,0,1
patient86_slice060.png,0.0,0.0,0,0,1
patient86_slice061.png,0.0,0.0,0,0,1
patient86_slice062.png,0.0,0.0,0,0,1
patient86_slice063.png,0.0,0.0,0,0,1
patient86_slice064.png,0.0,0.0,0,0,0
patient86_slice065.png,0.932203,0.873016,1,60,1
patient86_slice066.png,0.940476,0.88764,1,79,1
patient86_slice067.png,0.946903,0.89916,1,111,1
patient86_slice068.png,0.945848,0.89726,1,137,1
patient86_slice069.png,0.835655,0.717703,1,151,1
patient86_slice070.png,0.787879,0.65,1,196,1
patient86_slice071.png,0.801917,0.669333,1,252,1
patient86_slice072.png,0.710765,0.551308,1,278,1
patient86_slice073.png,0.823688,0.700229,1,312,1
patient86_slice074.png,0.863572,0.759901,1,312,1
patient86_slice075.png,0.888889,0.8,1,288,1
patient86_slice076.png,0.845161,0.731844,1,262,1
patient86_slice077.png,0.720307,0.562874,1,189,1
patient86_slice078.png,0.296943,0.174359,1,34,1
patient86_slice079.png,0.0,0.0,0,0,1
patient86_slice080.png,0.0,0.0,0,0,0
patient86_slice081.png,0.0,0.0,0,0,0
patient86_slice082.png,0.0,0.0,0,0,0
patient86_slice083.png,0.0,0.0,0,0,0
patient86_slice084.png,0.0,0.0,0,0,0
patient86_slice085.png,0.0,0.0,0,0,0
patient86_slice086.png,0.0,0.0,0,0,0
patient86_slice087.png,0.0,0.0,0,0,0
patient86_slice088.png,0.0,0.0,0,0,0
patient86_slice089.png,0.0,0.0,0,0,0
patient86_slice090.png,0.0,0.0,0,0,0
patient86_slice091.png,0.0,0.0,0,0,0
patient86_slice092.png,0.0,0.0,0,0,0
patient86_slice093.png,0.0,0.0,0,0,0
patient86_slice094.png,0.0,0.0,0,0,0
patient86_slice095.png,0.0,0.0,0,0,0
patient86_slice096.png,0.0,0.0,0,0,0
patient86_slice097.png,0.0,0.0,0,0,0
patient86_slice098.png,0.0,0.0,0,0,0
patient86_slice099.png,0.0,0.0,0,0,0
patient86_slice100.png,0.0,0.0,0,0,0
patient86_slice101.png,0.0,0.0,0,0,0
patient86_slice102.png,0.0,0.0,0,0,0
patient86_slice103.png,0.0,0.0,0,0,0
patient86_slice104.png,0.0,0.0,0,0,0
patient86_slice105.png,0.0,0.0,0,0,0
patient86_slice106.png,0.0,0.0,0,0,0
patient86_slice107.png,0.0,0.0,0,0,0
patient86_slice108.png,0.0,0.0,0,0,0
patient86_slice109.png,0.0,0.0,0,0,0
patient86_slice110.png,0.0,0.0,0,0,0
patient86_slice111.png,0.0,0.0,0,0,0
patient86_slice112.png,0.0,0.0,0,0,0
patient86_slice113.png,0.0,0.0,0,0,0
patient86_slice114.png,0.0,0.0,0,0,0
patient86_slice115.png,0.0,0.0,0,0,0
patient86_slice116.png,0.0,0.0,0,0,0
patient86_slice117.png,0.0,0.0,0,0,0
patient86_slice118.png,0.0,0.0,0,0,0
patient86_slice119.png,0.0,0.0,0,0,0
patient87_slice000.png,0.0,0.0,0,0,0
patient87_slice001.png,0.0,0.0,0,0,0
patient87_slice002.png,0.0,0.0,0,0,0
patient87_slice003.png,0.0,0.0,0,0,0
patient87_slice004.png,0.0,0.0,0,0,0
patient87_slice005.png,0.0,0.0,0,0,0
patient87_slice006.png,0.0,0.0,0,0,0
patient87_slice007.png,0.0,0.0,0,0,0
patient87_slice008.png,0.0,0.0,0,0,0
patient87_slice009.png,0.0,0.0,0,0,0
patient87_slice010.png,0.0,0.0,0,0,0
patient87_slice011.png,0.0,0.0,0,0,0
patient87_slice012.png,0.0,0.0,0,0,0
patient87_slice013.png,0.0,0.0,0,0,0
patient87_slice014.png,0.0,0.0,0,0,0
patient87_slice015.png,0.0,0.0,0,0,0
patient87_slice016.png,0.0,0.0,0,0,0
patient87_slice017.png,0.0,0.0,0,0,0
patient87_slice018.png,0.0,0.0,0,0,0
patient87_slice019.png,0.0,0.0,0,0,0
patient87_slice020.png,0.0,0.0,0,0,0
patient87_slice021.png,0.0,0.0,0,0,0
patient87_slice022.png,0.0,0.0,0,0,0
patient87_slice023.png,0.0,0.0,0,0,0
patient87_slice024.png,0.0,0.0,0,0,0
patient87_slice025.png,0.0,0.0,0,0,0
patient87_slice026.png,0.0,0.0,0,0,0
patient87_slice027.png,0.0,0.0,0,0,0
patient87_slice028.png,0.0,0.0,0,0,0
patient87_slice029.png,0.0,0.0,0,0,0
patient87_slice030.png,0.0,0.0,0,0,0
patient87_slice031.png,0.0,0.0,0,0,1
patient87_slice032.png,0.0,0.0,0,0,0
patient87_slice033.png,0.0,0.0,0,0,0
patient87_slice034.png,0.0,0.0,0,0,0
patient87_slice035.png,0.0,0.0,0,0,0
patient87_slice036.png,0.0,0.0,0,0,0
patient87_slice037.png,0.0,0.0,0,0,0
patient87_slice038.png,0.0,0.0,0,0,1
patient87_slice039.png,0.0,0.0,0,0,1
patient87_slice040.png,0.0,0.0,0,0,0
patient87_slice041.png,0.0,0.0,0,0,0
patient87_slice042.png,0.0,0.0,0,0,1
patient87_slice043.png,0.0,0.0,0,0,1
patient87_slice044.png,0.0,0.0,0,0,1
patient87_slice045.png,0.100719,0.05303,1,31,1
patient87_slice046.png,0.119284,0.063425,1,34,1
patient87_slice047.png,0.120724,0.06424,1,35,1
patient87_slice048.png,0.0,0.0,1,52,1
patient87_slice049.png,0.040909,0.020882,1,61,1
patient87_slice050.png,0.171926,0.094048,1,106,1
patient87_slice051.png,0.070281,0.03642,1,62,1
patient87_slice052.png,0.042384,0.021651,1,83,1
patient87_slice053.png,0.125786,0.067114,1,85,1
patient87_slice054.png,0.123779,0.065972,1,93,1
patient87_slice055.png,0.019835,0.010017,1,7,1
patient87_slice056.png,0.037383,0.019048,1,9,1
patient87_slice057.png,0.16,0.086957,1,18,1
patient87_slice058.png,0.0,0.0,0,0,1
patient87_slice059.png,0.0,0.0,0,0,1
patient87_slice060.png,0.0,0.0,0,0,1
patient87_slice061.png,0.125356,0.066869,1,24,1
patient87_slice062.png,0.151724,0.08209,1,33,1
patient87_slice063.png,0.243902,0.138889,1,65,1
patient87_slice064.png,0.19222,0.106329,1,86,1
patient87_slice065.png,0.289331,0.169133,1,84,1
patient87_slice066.png,0.686957,0.523179,1,81,1
patient87_slice067.png,0.744186,0.592593,1,132,1
patient87_slice068.png,0.846797,0.7343,1,173,1
patient87_slice069.png,0.87468,0.777273,1,183,1
patient87_slice070.png,0.904429,0.825532,1,215,1
patient87_slice071.png,0.927022,0.863971,1,253,1
patient87_slice072.png,0.928709,0.866906,1,246,1
patient87_slice073.png,0.940476,0.88764,1,241,1
patient87_slice074.png,0.937901,0.883065,1,229,1
patient87_slice075.png,0.85906,0.752941,1,197,1
patient87_slice076.png,0.916667,0.846154,1,173,1
patient87_slice077.png,0.877828,0.782258,1,105,1
patient87_slice078.png,0.84375,0.72973,1,59,1
patient87_slice079.png,0.0,0.0,1,21,0
patient87_slice080.png,0.756757,0.608696,1,18,1
patient87_slice081.png,0.816327,0.689655,1,23,1
patient87_slice082.png,0.628571,0.458333,1,24,1
patient87_slice083.png,0.0,0.0,0,0,0
patient87_slice084.png,0.0,0.0,0,0,0
patient87_slice085.png,0.0,0.0,0,0,0
patient87_slice086.png,0.0,0.0,0,0,0
patient87_slice087.png,0.0,0.0,0,0,0
patient87_slice088.png,0.0,0.0,0,0,0
patient87_slice089.png,0.0,0.0,0,0,0
patient87_slice090.png,0.0,0.0,0,0,0
patient87_slice091.png,0.0,0.0,0,0,0
patient87_slice092.png,0.0,0.0,0,0,0
patient87_slice093.png,0.0,0.0,0,0,0
patient87_slice094.png,0.0,0.0,0,0,0
patient87_slice095.png,0.0,0.0,0,0,0
patient87_slice096.png,0.0,0.0,0,0,0
patient87_slice097.png,0.0,0.0,0,0,0
patient87_slice098.png,0.0,0.0,0,0,0
patient87_slice099.png,0.0,0.0,0,0,0
patient87_slice100.png,0.0,0.0,0,0,0
patient87_slice101.png,0.0,0.0,0,0,0
patient87_slice102.png,0.0,0.0,0,0,0
patient87_slice103.png,0.0,0.0,0,0,0
patient87_slice104.png,0.0,0.0,0,0,0
patient87_slice105.png,0.0,0.0,0,0,0
patient87_slice106.png,0.0,0.0,0,0,0
patient87_slice107.png,0.0,0.0,0,0,0
patient87_slice108.png,0.0,0.0,0,0,0
patient87_slice109.png,0.0,0.0,0,0,0
patient87_slice110.png,0.0,0.0,0,0,0
patient87_slice111.png,0.0,0.0,0,0,0
patient87_slice112.png,0.0,0.0,0,0,0
patient87_slice113.png,0.0,0.0,0,0,0
patient87_slice114.png,0.0,0.0,0,0,0
patient87_slice115.png,0.0,0.0,0,0,0
patient87_slice116.png,0.0,0.0,0,0,0
patient87_slice117.png,0.0,0.0,0,0,0
patient87_slice118.png,0.0,0.0,0,0,0
patient87_slice119.png,0.0,0.0,0,0,0
patient88_slice000.png,0.0,0.0,0,0,0
patient88_slice001.png,0.0,0.0,0,0,0
patient88_slice002.png,0.0,0.0,0,0,0
patient88_slice003.png,0.0,0.0,0,0,0
patient88_slice004.png,0.0,0.0,0,0,0
patient88_slice005.png,0.0,0.0,0,0,0
patient88_slice006.png,0.0,0.0,0,0,0
patient88_slice007.png,0.0,0.0,0,0,0
patient88_slice008.png,0.0,0.0,0,0,0
patient88_slice009.png,0.0,0.0,0,0,0
patient88_slice010.png,0.0,0.0,0,0,0
patient88_slice011.png,0.0,0.0,0,0,0
patient88_slice012.png,0.0,0.0,0,0,0
patient88_slice013.png,0.0,0.0,0,0,0
patient88_slice014.png,0.0,0.0,0,0,0
patient88_slice015.png,0.0,0.0,0,0,0
patient88_slice016.png,0.0,0.0,0,0,0
patient88_slice017.png,0.0,0.0,0,0,0
patient88_slice018.png,0.0,0.0,0,0,0
patient88_slice019.png,0.0,0.0,0,0,0
patient88_slice020.png,0.0,0.0,0,0,0
patient88_slice021.png,0.0,0.0,0,0,0
patient88_slice022.png,0.0,0.0,0,0,0
patient88_slice023.png,0.0,0.0,0,0,0
patient88_slice024.png,0.0,0.0,1,110,0
patient88_slice025.png,0.645299,0.476341,1,314,1
patient88_slice026.png,0.80914,0.679458,1,415,1
patient88_slice027.png,0.858847,0.752613,1,563,1
patient88_slice028.png,0.606742,0.435484,1,738,1
patient88_slice029.png,0.574892,0.403402,1,822,1
patient88_slice030.png,0.715584,0.557128,1,987,1
patient88_slice031.png,0.8186,0.692907,1,1147,1
patient88_slice032.png,0.859571,0.753725,1,1223,1
patient88_slice033.png,0.808041,0.67791,1,1461,1
patient88_slice034.png,0.825246,0.702484,1,1682,1
patient88_slice035.png,0.830906,0.710727,1,1918,1
patient88_slice036.png,0.901155,0.820093,1,2057,1
patient88_slice037.png,0.937515,0.882379,1,2207,1
patient88_slice038.png,0.935972,0.879649,1,2339,1
patient88_slice039.png,0.922353,0.855895,1,2447,1
patient88_slice040.png,0.919149,0.850394,1,2617,1
patient88_slice041.png,0.921305,0.854093,1,2767,1
patient88_slice042.png,0.92003,0.851903,1,2833,1
patient88_slice043.png,0.909254,0.833607,1,2988,1
patient88_slice044.png,0.917561,0.84768,1,3060,1
patient88_slice045.png,0.919028,0.850187,1,3139,1
patient88_slice046.png,0.925975,0.862154,1,3185,1
patient88_slice047.png,0.934035,0.876235,1,3159,1
patient88_slice048.png,0.937367,0.882118,1,3151,1
patient88_slice049.png,0.920802,0.853228,1,3141,1
patient88_slice050.png,0.919835,0.85157,1,3139,1
patient88_slice051.png,0.941733,0.889883,1,3133,1
patient88_slice052.png,0.94742,0.900093,1,3136,1
patient88_slice053.png,0.953371,0.910897,1,3076,1
patient88_slice054.png,0.945819,0.897208,1,3062,1
patient88_slice055.png,0.937703,0.882712,1,3032,1
patient88_slice056.png,0.943377,0.892822,1,3011,1
patient88_slice057.png,0.949643,0.904114,1,2950,1
patient88_slice058.png,0.946203,0.897898,1,2934,1
patient88_slice059.png,0.949772,0.904348,1,2929,1
patient88_slice060.png,0.95122,0.906977,1,2904,1
patient88_slice061.png,0.951456,0.907407,1,2866,1
patient88_slice062.png,0.958943,0.921125,1,2843,1
patient88_slice063.png,0.959422,0.922009,1,2708,1
patient88_slice064.png,0.953927,0.911913,1,2668,1
patient88_slice065.png,0.952344,0.909024,1,2597,1
patient88_slice066.png,0.9583,0.919939,1,2551,1
patient88_slice067.png,0.969295,0.940419,1,2424,1
patient88_slice068.png,0.950849,0.906303,1,2227,1
patient88_slice069.png,0.959736,0.922589,1,2132,1
patient88_slice070.png,0.964886,0.932155,1,2036,1
patient88_slice071.png,0.956499,0.916626,1,1945,1
patient88_slice072.png,0.950474,0.905621,1,1884,1
patient88_slice073.png,0.937769,0.882829,1,1758,1
patient88_slice074.png,0.936538,0.880651,1,1568,1
patient88_slice075.png,0.929787,0.868787,1,1406,1
patient88_slice076.png,0.91245,0.838996,1,1319,1
patient88_slice077.png,0.932203,0.873016,1,1099,1
patient88_slice078.png,0.919037,0.850202,1,932,1
patient88_slice079.png,0.915484,0.844141,1,837,1
patient88_slice080.png,0.928839,0.867133,1,663,1
patient88_slice081.png,0.8,0.666667,1,456,1
patient88_slice082.png,0.844893,0.731441,1,439,1
patient88_slice083.png,0.706977,0.546763,1,263,1
patient88_slice084.png,0.31746,0.188679,1,83,1
patient88_slice085.png,0.0,0.0,1,21,1
patient88_slice086.png,0.0,0.0,1,3,1
patient88_slice087.png,0.0,0.0,0,0,1
patient88_slice088.png,0.0,0.0,0,0,0
patient88_slice089.png,0.0,0.0,0,0,1
patient88_slice090.png,0.0,0.0,0,0,1
patient88_slice091.png,0.0,0.0,0,0,1
patient88_slice092.png,0.0,0.0,0,0,1
patient88_slice093.png,0.0,0.0,0,0,1
patient88_slice094.png,0.0,0.0,0,0,1
patient88_slice095.png,0.0,0.0,0,0,0
patient88_slice096.png,0.0,0.0,0,0,1
patient88_slice097.png,0.0,0.0,0,0,0
patient88_slice098.png,0.0,0.0,0,0,0
patient88_slice099.png,0.0,0.0,0,0,0
patient88_slice100.png,0.0,0.0,0,0,0
patient88_slice101.png,0.0,0.0,0,0,0
patient88_slice102.png,0.0,0.0,0,0,0
patient88_slice103.png,0.0,0.0,0,0,0
patient88_slice104.png,0.0,0.0,0,0,0
patient88_slice105.png,0.0,0.0,0,0,0
patient88_slice106.png,0.0,0.0,0,0,0
patient88_slice107.png,0.0,0.0,0,0,0
patient88_slice108.png,0.0,0.0,0,0,0
patient88_slice109.png,0.0,0.0,0,0,0
patient88_slice110.png,0.0,0.0,0,0,0
patient88_slice111.png,0.0,0.0,0,0,0
patient88_slice112.png,0.0,0.0,0,0,0
patient88_slice113.png,0.0,0.0,0,0,0
patient88_slice114.png,0.0,0.0,0,0,0
patient88_slice115.png,0.0,0.0,0,0,0
patient88_slice116.png,0.0,0.0,0,0,0
patient88_slice117.png,0.0,0.0,0,0,0
patient88_slice118.png,0.0,0.0,0,0,0
patient88_slice119.png,0.0,0.0,0,0,0
patient89_slice000.png,0.0,0.0,0,0,0
patient89_slice001.png,0.0,0.0,0,0,0
patient89_slice002.png,0.0,0.0,0,0,0
patient89_slice003.png,0.0,0.0,0,0,0
patient89_slice004.png,0.0,0.0,0,0,0
patient89_slice005.png,0.0,0.0,0,0,0
patient89_slice006.png,0.0,0.0,0,0,0
patient89_slice007.png,0.0,0.0,0,0,0
patient89_slice008.png,0.0,0.0,0,0,0
patient89_slice009.png,0.0,0.0,0,0,0
patient89_slice010.png,0.0,0.0,0,0,0
patient89_slice011.png,0.0,0.0,0,0,0
patient89_slice012.png,0.0,0.0,0,0,0
patient89_slice013.png,0.0,0.0,0,0,0
patient89_slice014.png,0.0,0.0,0,0,0
patient89_slice015.png,0.0,0.0,0,0,0
patient89_slice016.png,0.0,0.0,0,0,0
patient89_slice017.png,0.0,0.0,0,0,0
patient89_slice018.png,0.0,0.0,0,0,0
patient89_slice019.png,0.0,0.0,0,0,0
patient89_slice020.png,0.0,0.0,0,0,0
patient89_slice021.png,0.0,0.0,0,0,0
patient89_slice022.png,0.0,0.0,0,0,0
patient89_slice023.png,0.0,0.0,0,0,0
patient89_slice024.png,0.0,0.0,0,0,0
patient89_slice025.png,0.0,0.0,0,0,0
patient89_slice026.png,0.0,0.0,0,0,0
patient89_slice027.png,0.0,0.0,0,0,0
patient89_slice028.png,0.0,0.0,0,0,0
patient89_slice029.png,0.0,0.0,0,0,0
patient89_slice030.png,0.0,0.0,0,0,0
patient89_slice031.png,0.0,0.0,0,0,0
patient89_slice032.png,0.0,0.0,0,0,1
patient89_slice033.png,0.0,0.0,0,0,1
patient89_slice034.png,0.0,0.0,0,0,1
patient89_slice035.png,0.0,0.0,0,0,1
patient89_slice036.png,0.0,0.0,0,0,1
patient89_slice037.png,0.0,0.0,0,0,1
patient89_slice038.png,0.0,0.0,0,0,1
patient89_slice039.png,0.0,0.0,0,0,0
patient89_slice040.png,0.0,0.0,0,0,0
patient89_slice041.png,0.0,0.0,0,0,0
patient89_slice042.png,0.0,0.0,0,0,0
patient89_slice043.png,0.0,0.0,0,0,1
patient89_slice044.png,0.0,0.0,0,0,0
patient89_slice045.png,0.0,0.0,0,0,1
patient89_slice046.png,0.0,0.0,0,0,1
patient89_slice047.png,0.0,0.0,0,0,1
patient89_slice048.png,0.0,0.0,0,0,1
patient89_slice049.png,0.0,0.0,0,0,1
patient89_slice050.png,0.0,0.0,0,0,1
patient89_slice051.png,0.0,0.0,0,0,1
patient89_slice052.png,0.0,0.0,0,0,1
patient89_slice053.png,0.0,0.0,0,0,0
patient89_slice054.png,0.0,0.0,0,0,1
patient89_slice055.png,0.0,0.0,0,0,1
patient89_slice056.png,0.0,0.0,0,0,1
patient89_slice057.png,0.0,0.0,0,0,1
patient89_slice058.png,0.0,0.0,0,0,1
patient89_slice059.png,0.00995,0.005,1,2,1
patient89_slice060.png,0.414747,0.261628,1,45,1
patient89_slice061.png,0.851852,0.741935,1,96,1
patient89_slice062.png,0.911392,0.837209,1,109,1
patient89_slice063.png,0.612466,0.441406,1,131,1
patient89_slice064.png,0.6,0.428571,1,172,1
patient89_slice065.png,0.688797,0.525316,1,172,1
patient89_slice066.png,0.766839,0.621849,1,156,1
patient89_slice067.png,0.797342,0.662983,1,139,1
patient89_slice068.png,0.86,0.754386,1,131,1
patient89_slice069.png,0.837838,0.72093,1,133,1
patient89_slice070.png,0.806867,0.676259,1,98,1
patient89_slice071.png,0.853147,0.743902,1,64,1
patient89_slice072.png,0.87931,0.784615,1,55,1
patient89_slice073.png,0.8,0.666667,1,44,1
patient89_slice074.png,0.0,0.0,0,0,1
patient89_slice075.png,0.0,0.0,0,0,0
patient89_slice076.png,0.0,0.0,0,0,0
patient89_slice077.png,0.0,0.0,0,0,0
patient89_slice078.png,0.0,0.0,0,0,0
patient89_slice079.png,0.0,0.0,0,0,0
patient89_slice080.png,0.0,0.0,0,0,0
patient89_slice081.png,0.0,0.0,0,0,0
patient89_slice082.png,0.0,0.0,0,0,0
patient89_slice083.png,0.0,0.0,0,0,0
patient89_slice084.png,0.0,0.0,0,0,0
patient89_slice085.png,0.0,0.0,0,0,0
